telemetry_id,flap_p_kmh,flap_v_kmh,flap_b_kmh,gear_kmh
mosquito_f_mk2_norway,312,356,390,315
mosquito_fb_mk18,264,356,390,315
mosquito_fb_mk26_china,264,356,390,315
mosquito_fb_mk6,264,356,390,315
mosquito_fb_mk6_ash_norway,312,356,390,315
mosquito_fb_mk6_norway,264,356,390,315
mosquito_j30_sweden,264,356,390,315
mosquito_nf_mk2,312,356,390,315
mosquito_tr_mk33,264,356,390,315
ms_405c1,270,359,394,320
ms_406c1,270,359,394,320
ms_410c1,270,359,394,320
n1k1_ja,280,421,449,280
n1k1_kyuofu,280,421,449,
n1k2_j,320,469,498,450
n1k2_jko,320,469,498,450
nc_223_3,260,454,491,320
nesher,,,,426
nf_5a_netherlands,555,560,926,444
nimrod_mk1,,,,
nimrod_mk2,,,,
os2u_1,160,309,338,
os2u_3,160,309,338,
p-26a_33,,,,
p-26a_34,240,240,240,
p-26a_34_m2,240,240,240,
p-26b_35,240,240,240,
p-36a,232,447,488,290
p-36a_rasmussen,232,447,488,290
p-36c,232,447,488,290
p-36c_rb,232,447,488,290
p-36g,232,447,488,290
p-38e,250,495,566,289
p-38g,250,495,566,289
p-38g_metal,250,495,566,289
p-38j,250,495,566,289
p-38j_marge,250,495,566,289
p-38k,250,495,566,289
p-38l,250,495,566,289
p-38l_1_china_rocaf,250,495,566,289
p-39k_1,233,374,400,322
p-39n,241,397,427,322
p-39n_su,241,397,427,322
p-39q_15,241,397,427,322
p-39q_25_france,241,397,427,322
p-39q_5,241,397,427,322
p-400,233,374,400,322
p-40c,245,530,595,300
p-40c_china,245,530,595,300
p-40e,245,530,595,300
p-40e_china,245,530,595,300
p-40e_td,245,530,595,300
p-40e_ussr,245,530,595,300
p-40f-5_france_ep,245,530,595,300
p-40f_10,245,530,595,300
p-43a-1,241,397,427,281
p-43a-1_china,241,397,427,281
p-47d,320,469,498,450
p-47d-28,320,469,498,450
p-47d_16_re_germany,320,469,498,450
p-47d_22_re,320,469,498,450
p-47d_22_re_france,320,469,498,450
p-47d_23_ra_china_rocaf,320,469,498,450
p-47d_30_china,320,469,498,450
p-47d_30_italy,320,469,498,450
p-47d_luftwaffe,320,469,498,450
p-47d_ussr,320,469,498,450
p-47m-1-re,320,469,498,450
p-47m-1-re_boxted,320,469,498,450
p-47n-15,300,464,496,450
p-51_a-36,279,521,652,287
p-51_mk1a_usaaf,279,521,652,287
p-51a_tl,279,521,652,287
p-51b,279,521,652,287
p-51b_7_sweden,433,676,676,287
p-51c-10-nt,433,676,676,287
p-51c-10_france,433,676,676,287
p-51c-11-nt_china,433,676,676,287
p-51c-11-nt_japan,433,676,676,287
p-51d-10,265,513,644,281
p-51d-20-na,265,513,644,281
p-51d-20-na_iaf,265,513,644,281
p-51d-20-na_j26,265,513,644,281
p-51d-20_china,265,513,644,281
p-51d-30_usaaf_korea,265,513,644,281
p-51d-5,265,513,644,281
p-51h-5_na,270,525,655,281
p-51k,265,513,644,281
p-59a,290,462,495,390
p-61a_1,280,337,340,350
p-61c_1,280,337,340,350
p-63a-10,262,360,378,304
p-63a-10_ussr,262,360,378,304
p-63a-5,262,360,378,304
p-63a-5_ussr,262,360,378,304
p-63c-5,262,360,378,304
p-63c-5_france,262,360,378,304
p-63c-5_kingcobra_animal_version,262,360,378,304
p-63c-5_ussr,262,360,378,304
p-66,280,400,445,280
p1y1_mod11,275,405,431,275
p1y1_mod11_china,275,405,431,275
p_108a_serie2,249,361,383,290
p_108b_serie1,249,361,383,290
p_108b_serie2,249,361,383,290
pb4y-2,263,263,263,263
pb4y-2_china,263,263,263,263
pb4y-2_france,263,263,263,263
pbj_1h,294,320,382,294
pbj_1j,294,320,382,294
pbm_1,320,469,498,450
pbm_3,280,325,333,
pbm_5a,320,409,476,450
pby-5,,,,450
pby-5a,,,,450
pby-5a_late_france,,,,450
pby-5a_raf,,,,450
pby-5a_ussr,,,,450
pe-2-1,320,469,498,450
pe-2-110,320,469,498,450
pe-2-205,320,469,498,450
pe-2-31,320,469,498,450
pe-2-359,320,469,498,450
pe-2-83,320,469,498,450
pe-3,320,469,498,450
pe-3_bis,320,469,498,450
pe-3_early,320,469,498,450
pe-8_m82,310,380,437,390
po-2,,,,
po-2m,,,,
potez_630,240,240,240,295
potez_631,240,240,240,295
potez_633,240,240,240,295
pv_2d,222,310,327,278
pyorremyrsky,260,409,438,360
q_5_early,577,577,577,577
q_5a,577,577,577,577
q_5l,577,577,577,577
quing_6,220,391,424,
r2y2_kai,320,469,498,350
r2y2_v1,320,469,498,350
r2y2_v2,320,469,498,350
rafale_c_f3,700,700,700,700
rafale_m_f3r,700,700,700,700
re_2000_ga,280,429,458,320
re_2000_heja_1,280,429,458,320
re_2000_heja_2,280,429,458,320
re_2000_int,280,429,458,320
re_2000_j20,280,429,458,320
re_2001_cb,250,421,454,320
re_2001_cn,250,421,454,320
re_2001_serie1,250,421,454,320
re_2001_serie1_ep,250,421,454,320
re_2002_early,280,429,458,320
re_2005_serie0,250,421,454,320
re_2005_vdm,250,421,454,320
ro_44,,,,
ro_57_quadriarma,280,337,470,320
s_199,260,409,438,360
s_81_ar125,241,349,370,
saab_105g,400,400,400,400
saab_105oe,400,400,400,400
saab_a21a_3,325,426,445,325
saab_a21rb,260,409,438,360
saab_a32a,450,450,450,450
saab_a32a_red_adam,450,450,450,450
saab_aj37,400,400,400,620
saab_ajs37,400,400,400,620
saab_ajs37_early,400,400,400,620
saab_b17a,280,369,387,320
saab_b17b,280,369,387,480
saab_b17bs,280,369,387,
saab_b18a,290,439,468,320
saab_b18b,290,439,468,320
saab_b3c,240,297,310,350
saab_f35_wdns,,,,500
saab_j21a_1,325,426,445,325
saab_j21a_2,325,426,445,325
saab_j21ra,260,409,438,360
saab_j29a,350,575,800,420
saab_j29b,350,575,800,420
saab_j29d,350,575,800,420
saab_j29f,350,575,800,420
saab_j32b,450,450,450,450
saab_j35a,,,,500
saab_j35d,,,,500
saab_j35xs,,,,500
saab_ja37,400,400,400,620
saab_ja37d,400,400,400,620
saab_ja37di,400,400,400,620
saab_ja37di_f21,400,400,400,620
saab_jas39a,,,,620
saab_jas39c,,,,620
saab_jas39c_hungary,,,,620
saab_jas39c_south_africa,,,,620
saab_jas39c_thailand,,,,620
saab_jas39d,,,,620
saab_jas39e,,,,620
saab_sk60b,400,400,400,400
saab_t18b_1,290,439,468,320
saab_t18b_2,290,439,468,320
sagittario_2,320,469,498,450
sb2c_1c,250,482,504,333
sb2c_4,250,482,504,333
sb2c_5_france,250,482,504,333
sb2c_5_thailand,250,482,504,333
sb2u-2,700,700,700,740
sb2u-3,700,700,700,740
sb_25j_netherlands,294,320,382,294
sb_2m_100,280,310,316,350
sb_2m_103_mv3,280,310,316,350
sb_2m_103c,280,310,316,350
sb_2m_103u,280,310,316,350
sb_2m_103u_china,280,310,316,350
sb_2m_103u_mv3,280,310,316,350
sb_2m_105,280,310,316,350
sbd-3,320,469,498,450
scimitar_f1,447,532,603,583
sea_fury_fb11,273,390,413,360
sea_fury_fb51,273,390,413,360
sea_harrier_fa2,648,648,648,648
sea_hawk_fga50_netherlands,370,370,370,370
sea_hawk_fga6,370,370,370,370
sea_hawk_mk100,370,370,370,370
sea_venom_faw20,320,393,425,420
seafire_fr47,330,330,330,330
seafire_mk17,260,260,260,260
seafire_mk3,260,260,260,270
seafire_mk3_france,260,260,260,270
shackleton_mr_mk_2,438,438,438,438
sm_79_1936,220,298,313,300
sm_79_1936_italy,220,298,313,300
sm_79_1937,220,298,313,300
sm_79_1939,220,298,313,300
sm_79_1939_italy,220,298,313,300
sm_79_1941,220,298,313,300
sm_79_1941_italy,220,298,313,300
sm_79_1942,220,298,313,300
sm_79_1943,220,298,313,300
sm_79_1943_italy,220,298,313,300
sm_79_iar,280,429,458,300
sm_79_iar_italy,280,429,458,300
sm_91,260,451,535,300
sm_92,260,451,535,300
so_4050_vautour_2a,463,565,585,425
so_4050_vautour_2a_iaf,463,565,585,425
so_4050_vautour_2a_israel_iaf,463,565,585,425
so_4050_vautour_2b,463,565,585,425
so_4050_vautour_2n,463,565,585,425
so_4050_vautour_2n_iaf,463,565,585,425
so_4050_vautour_2n_late,463,565,585,425
so_8000_narval,270,366,397,330
spitfire_f22,260,260,260,260
spitfire_f24,260,260,260,260
spitfire_fr_mk14e,260,260,260,260
spitfire_fr_mk14e_belgium,260,260,260,260
spitfire_ix,260,260,260,270
spitfire_ix_early,260,260,260,270
spitfire_ix_plagis,260,260,260,270
spitfire_ix_usa,260,260,260,270
spitfire_ix_ussr,260,260,260,270
spitfire_lf_mk9c_cw_greece,260,260,260,270
spitfire_lf_mk9e_iaf,260,260,260,270
spitfire_lf_mk9e_weisman,260,260,260,270
spitfire_mk1,260,260,260,270
spitfire_mk14c,260,260,260,260
spitfire_mk14e,260,260,260,260
spitfire_mk18e,260,260,260,260
spitfire_mk5b,260,260,260,270
spitfire_mk5b_float,260,260,260,
spitfire_mk5b_italy,260,260,260,270
spitfire_mk5b_notrop,260,260,260,270
spitfire_mk5c,260,260,260,270
spitfire_mk5c_notrop,260,260,260,270
spitfire_mk9c_4cannons,260,260,260,270
spitfire_mk9c_iaf,260,260,260,270
spitfire_xvi,260,260,260,260
spitfiremkii,230,230,230,270
spitfiremkiia,230,230,230,270
spitfiremkiia_ep,230,230,230,270
stirling_mk1,245,323,338,258
stirling_mk3,245,323,338,258
strikemaster_mk88,282,282,282,282
su-11,380,529,558,420
su-2_m82,340,340,395,350
su-2_mv5,340,340,395,350
su-2_tss1,340,340,395,350
su-6_am42,290,431,459,330
su-6_m71,290,431,459,330
su-7b,473,473,473,630
su-7bkl,473,473,473,630
su-7bmk,473,473,473,630
su-8,310,380,437,390
su-9,380,529,558,420
su_17m2,550,550,550,550
su_17m4,550,550,550,550
su_22m3,550,550,550,550
su_22m3_hungary,550,550,550,550
su_22m4,550,550,550,550
su_22m4_de_wtd61,550,550,550,550
su_22um3k,550,550,550,550
su_24m,500,501,646,500
su_25,420,420,420,420
su_25_558arz,420,420,420,420
su_25k,420,420,420,420
su_25sm3,420,420,420,420
su_25t,420,420,420,420
su_25tm,420,420,420,420
su_27,700,700,700,700
su_27sm,700,700,700,700
su_30mk2v_venezuela,700,700,700,700
su_30mkk,700,700,700,700
su_30mkm,700,700,700,700
su_30sm,700,700,700,700
su_30sm2,700,700,700,700
su_33,700,700,700,700
su_34,700,700,700,700
su_6_single,290,431,459,330
sunderland_mk3a,204,232,395,
sunderland_mk5,204,232,395,
super_etendard_97,426,426,426,426
swift_f1,435,435,435,435
swift_f7,435,435,435,435
swordfish_mk1,257,257,257,
swordfish_mk2,257,257,257,
t2,485,485,485,485
t2_early,485,485,485,485
ta-152c,398,591,667,310
ta-152h-1,398,537,667,310
ta_154a_1,365,365,365,365
tandem_mai,270,419,448,310
tb_3_m17_32,,,,
tbd-1_1938,212,212,212,185
tbf-1c,285,285,285,397
tempest_mk2,270,389,412,361
tempest_mkv,269,389,412,361
tempest_mkv_luftwaffe,269,389,412,361
tempest_mkv_vikkers,269,389,412,361
thunderbolt_mk1,320,469,498,450
tis_ma,270,367,386,320
tornado_adv,518,518,518,518
tornado_f3,518,518,518,518
tornado_f3_late,518,518,518,518
tornado_gr1,518,518,518,518
tornado_gr4,518,518,518,518
tornado_ids_de_assta1,518,518,518,518
tornado_ids_de_assta3_sle,518,518,518,518
tornado_ids_de_mfg,518,518,518,518
tornado_ids_de_wtd61,518,518,518,518
tornado_ids_it,518,518,518,518
tornado_ids_it_mod95,518,518,518,518
tornado_ids_it_ret8,518,518,518,518
tu-1,310,380,437,390
tu-2,310,380,437,390
tu-2_early,310,380,437,390
tu-2_postwar,310,380,437,390
tu-2_postwar_china,310,380,437,390
tu-2_postwar_late,310,380,437,390
tu-2_postwar_late_hungary,310,380,437,390
tu_14t,420,554,580,420
tu_4,270,322,332,389
tu_4_china,270,322,332,389
tu_95m,352,477,501,450
typhoon_mk1a,315,393,408,320
typhoon_mk1b,320,394,409,320
typhoon_mk1b_late,320,394,409,320
v_11g,280,280,330,320
v_12d,280,280,330,320
v_156_b1,700,700,700,740
v_156_f,700,700,700,440
vampire_fb5,300,464,496,330
vampire_fb52_finland,300,464,496,330
vampire_fb52a_italy,300,464,496,330
vampire_fb5_j28b,300,464,496,330
vb_10_02,320,469,498,450
vb_10c1,320,469,498,450
venom_fb4,320,469,498,420
vg_33,270,270,270,320
vl_myrsky_2_late,240,323,355,290
washington_b1,270,322,332,389
welkin_fmk1,320,320,320,320
wellington_mk10,223,264,315,264
wellington_mk1c,223,264,315,264
wellington_mk1c_late,223,264,315,264
wellington_mk1c_luftwaffe,223,264,315,264
wellington_mk3,223,264,315,264
whirlwind_mk1,265,433,465,265
whirlwind_p9,265,433,465,265
wirraway,204,353,381,280
wm_21,,,,
wm_23,270,382,403,300
wyvern_s4,315,351,566,330
xa_38,280,325,333,350
xf5f,290,437,465,370
xf5u_1,,,,289
xp-50,290,437,465,370
xp-55,310,489,523,350
yak-15,320,320,320,450
yak-15_early,320,320,320,450
yak-17,320,320,320,450
yak-1_early,280,280,280,320
yak-1b,280,280,280,320
yak-1b_luftwaffe,280,280,280,320
yak-23,350,350,350,350
yak-28b,630,630,630,525
yak-3,320,320,320,320
yak-30d,320,469,498,350
yak-38,500,500,500,500
yak-38m,500,500,500,500
yak-3_eremin,320,320,320,320
yak-3_france,320,320,320,320
yak-3_vk107,280,280,280,320
yak-3p,320,320,320,320
yak-3t,320,320,320,320
yak-3u,280,280,280,320
yak-4,280,280,280,320
yak-7b,280,280,280,320
yak-9,280,280,280,320
yak-9b,280,280,280,320
yak-9k,280,280,280,320
yak-9m,280,280,280,320
yak-9p,280,280,280,320
yak-9p_hungary,280,280,280,320
yak-9t,280,280,280,320
yak-9t_france,280,280,280,320
yak-9u,280,280,280,320
yak-9ut,280,280,280,320
yak_130_early,350,350,350,350
yak_141,500,648,750,500
yak_1_litvyak,280,280,280,320
yak_2_kabb,280,280,280,320
yp-38,250,495,566,289
z_1007_bis_serie3,300,300,300,300
z_1007_bis_serie5,300,300,300,300
