telemetry_id,vne_kmh
sm_79_1939,530.0
sm_79_1939_italy,530.0
sm_79_1941,530.0
sm_79_1941_italy,530.0
sm_79_1942,530.0
sm_79_1943,530.0
sm_79_1943_italy,530.0
sm_79_iar,540.0
sm_79_iar_italy,540.0
sm_91,845.0
sm_92,845.0
so_4050_vautour_2a,1166.0
so_4050_vautour_2a_iaf,1166.0
so_4050_vautour_2a_israel_iaf,1166.0
so_4050_vautour_2b,1166.0
so_4050_vautour_2n,1166.0
so_4050_vautour_2n_iaf,1166.0
so_4050_vautour_2n_late,1166.0
so_8000_narval,900.0
spitfire_f22,875.0
spitfire_f24,875.0
spitfire_fr_mk14e,794.0
spitfire_fr_mk14e_belgium,794.0
spitfire_ix,774.0
spitfire_ix_early,774.0
spitfire_ix_plagis,774.0
spitfire_ix_usa,774.0
spitfire_ix_ussr,774.0
spitfire_lf_mk9c_cw_greece,774.0
spitfire_lf_mk9e_iaf,774.0
spitfire_lf_mk9e_weisman,774.0
spitfire_mk1,760.0
spitfire_mk14c,794.0
spitfire_mk14e,794.0
spitfire_mk18e,798.0
spitfire_mk5b,760.0
spitfire_mk5b_float,724.0
spitfire_mk5b_italy,760.0
spitfire_mk5b_notrop,760.0
spitfire_mk5c,760.0
spitfire_mk5c_notrop,760.0
spitfire_mk9c_4cannons,774.0
spitfire_mk9c_iaf,774.0
spitfire_xvi,774.0
spitfiremkii,760.0
spitfiremkiia,760.0
spitfiremkiia_ep,760.0
stirling_mk1,498.0
stirling_mk3,498.0
strikemaster_mk88,875.0
su-11,1025.0
su-2_m82,541.0
su-2_mv5,541.0
su-2_tss1,541.0
su-6_am42,680.0
su-6_m71,680.0
su-7b,1260.0
su-7bkl,1260.0
su-7bmk,1260.0
su-8,720.0
su-9,1025.0
su_17m2,1050.0
su_17m4,1050.0
su_22m3,1050.0
su_22m3_hungary,1050.0
su_22m4,1050.0
su_22m4_de_wtd61,1050.0
su_22um3k,1050.0
su_24m,945.0
su_25,1100.0
su_25_558arz,1100.0
su_25k,1100.0
su_25sm3,1100.0
su_25t,1100.0
su_25tm,1100.0
su_27,1540.0
su_27sm,1540.0
su_30mk2v_venezuela,1540.0
su_30mkk,1540.0
su_30mkm,1540.0
su_30sm,1540.0
su_30sm2,1540.0
su_33,1540.0
su_34,1520.0
su_6_single,680.0
sunderland_mk3a,414.0
sunderland_mk5,414.0
super_etendard_97,1263.0
swift_f1,1186.0
swift_f7,1167.0
swordfish_mk1,390.0
swordfish_mk2,390.0
t2,1365.0
t2_early,1365.0
ta-152c,912.0
ta-152h-1,870.0
ta_154a_1,787.0
tandem_mai,650.0
tb_3_m17_32,450.0
tbd-1_1938,431.0
tbf-1c,612.0
tempest_mk2,879.0
tempest_mkv,880.0
tempest_mkv_luftwaffe,880.0
tempest_mkv_vikkers,880.0
thunderbolt_mk1,885.0
tis_ma,740.0
tornado_adv,972.0
tornado_f3,972.0
tornado_f3_late,972.0
tornado_gr1,972.0
tornado_gr4,972.0
tornado_ids_de_assta1,972.0
tornado_ids_de_assta3_sle,972.0
tornado_ids_de_mfg,972.0
tornado_ids_de_wtd61,972.0
tornado_ids_it,972.0
tornado_ids_it_mod95,972.0
tornado_ids_it_ret8,972.0
tu-1,900.0
tu-2,900.0
tu-2_early,900.0
tu-2_postwar,900.0
tu-2_postwar_china,900.0
tu-2_postwar_late,900.0
tu-2_postwar_late_hungary,900.0
tu_14t,892.0
tu_4,507.0
tu_4_china,507.0
tu_95m,690.0
typhoon_mk1a,845.0
typhoon_mk1b,845.0
typhoon_mk1b_late,845.0
v_11g,620.0
v_12d,680.0
v_156_b1,740.0
v_156_f,740.0
vampire_fb5,888.0
vampire_fb52_finland,888.0
vampire_fb52a_italy,888.0
vampire_fb5_j28b,888.0
vb_10_02,820.0
vb_10c1,820.0
venom_fb4,1045.0
vg_33,800.0
vl_myrsky_2_late,650.0
washington_b1,507.0
welkin_fmk1,675.0
wellington_mk10,530.0
wellington_mk1c,530.0
wellington_mk1c_late,530.0
wellington_mk1c_luftwaffe,530.0
wellington_mk3,530.0
whirlwind_mk1,676.0
whirlwind_p9,676.0
wirraway,580.0
wm_21,550.0
wm_23,650.0
wyvern_s4,844.0
xa_38,714.0
xf5f,722.0
xf5u_1,790.0
xp-50,745.0
xp-55,900.0
yak-15,750.0
yak-15_early,750.0
yak-17,765.0
yak-1_early,683.0
yak-1b,683.0
yak-1b_luftwaffe,683.0
yak-23,1000.0
yak-28b,1124.0
yak-3,685.0
yak-30d,1081.0
yak-38,1265.0
yak-38m,1265.0
yak-3_eremin,685.0
yak-3_france,685.0
yak-3_vk107,720.0
yak-3p,685.0
yak-3t,685.0
yak-3u,700.0
yak-4,680.0
yak-7b,683.0
yak-9,683.0
yak-9b,683.0
yak-9k,683.0
yak-9m,720.0
yak-9p,756.0
yak-9p_hungary,756.0
yak-9t,683.0
yak-9t_france,683.0
yak-9u,720.0
yak-9ut,720.0
yak_130_early,1120.0
yak_141,1450.0
yak_1_litvyak,683.0
yak_2_kabb,680.0
yp-38,790.0
z_1007_bis_serie3,530.0
z_1007_bis_serie5,530.0
